date,maximum,minimum,station
2022-07-06,26.8,8.2,RIO GRANDE
2022-07-07,34.7,15.4,AEROPARQUE AERO
2022-07-07,39.4,19.8,LAS LOMITAS
2022-07-07,39.6,7.9,RIO GRANDE
2022-07-08,36.5,4.7,AEROPARQUE AERO
2022-07-08,39.8,1.7,LAS LOMITAS
2022-07-08,22.1,18.5,RIO GRANDE
2022-07-09,31.0,18.2,AEROPARQUE AERO
2022-07-09,25.2,9.7,LAS LOMITAS
2022-07-09,20.2,2.0,RIO GRANDE
2022-07-10,30.7,7.2,AEROPARQUE AERO
2022-07-10,29.2,4.6,LAS LOMITAS
2022-07-10,24.0,7.0,RIO GRANDE
2022-07-11,27.2,11.6,AEROPARQUE AERO
2022-07-11,28.7,5.2,LAS LOMITAS
2022-07-11,39.7,8.4,RIO GRANDE
2022-07-12,22.2,6.0,AEROPARQUE AERO
2022-07-12,36.2,8.0,LAS LOMITAS
2022-07-12,34.5,13.7,RIO GRANDE
2022-07-13,28.9,8.8,AEROPARQUE AERO
2022-07-13,32.1,1.4,LAS LOMITAS
2022-07-13,22.4,18.1,RIO GRANDE
2022-07-14,20.7,3.4,AEROPARQUE AERO
2022-07-14,39.7,9.6,LAS LOMITAS
2022-07-14,29.9,8.5,RIO GRANDE
2022-07-15,26.9,4.7,AEROPARQUE AERO
2022-07-15,36.1,16.2,LAS LOMITAS
2022-07-15,36.2,11.5,RIO GRANDE
2022-07-16,28.9,19.2,AEROPARQUE AERO
2022-07-16,34.3,1.4,LAS LOMITAS
2022-07-16,24.6,9.0,RIO GRANDE
2022-07-17,37.2,2.1,AEROPARQUE AERO
2022-07-17,32.9,18.7,LAS LOMITAS
2022-07-17,27.9,9.2,RIO GRANDE
2022-07-18,34.7,4.4,AEROPARQUE AERO
2022-07-18,27.5,15.3,LAS LOMITAS
2022-07-18,30.7,2.6,RIO GRANDE
2022-07-19,33.6,10.1,AEROPARQUE AERO
2022-07-19,30.9,0.4,LAS LOMITAS
2022-07-19,39.6,14.3,RIO GRANDE
2022-07-20,30.0,19.7,AEROPARQUE AERO
2022-07-20,39.1,15.1,LAS LOMITAS
2022-07-20,22.7,14.2,RIO GRANDE
2022-07-21,28.0,16.9,AEROPARQUE AERO
2022-07-21,35.5,6.4,LAS LOMITAS
2022-07-21,21.0,9.5,RIO GRANDE
2022-07-22,35.8,16.8,AEROPARQUE AERO
2022-07-22,24.8,8.9,LAS LOMITAS
2022-07-22,39.7,5.1,RIO GRANDE
2022-07-23,39.2,7.8,AEROPARQUE AERO
2022-07-23,38.2,1.5,LAS LOMITAS
2022-07-23,32.3,3.1,RIO GRANDE
2022-07-24,21.5,1.6,AEROPARQUE AERO
2022-07-24,25.9,6.5,LAS LOMITAS
2022-07-24,39.0,18.3,RIO GRANDE
2022-07-25,34.1,8.5,AEROPARQUE AERO
2022-07-25,26.6,3.7,LAS LOMITAS
2022-07-25,34.8,9.1,RIO GRANDE
2022-07-26,34.6,5.7,AEROPARQUE AERO
2022-07-26,36.4,13.9,LAS LOMITAS
2022-07-26,27.0,9.7,RIO GRANDE
2022-07-27,22.5,14.1,AEROPARQUE AERO
2022-07-27,21.6,0.1,LAS LOMITAS
2022-07-27,24.3,3.8,RIO GRANDE
2022-07-28,28.3,10.1,AEROPARQUE AERO
2022-07-28,37.5,13.8,LAS LOMITAS
2022-07-28,27.6,7.8,RIO GRANDE
2022-07-29,28.0,1.7,AEROPARQUE AERO
2022-07-29,26.6,8.3,LAS LOMITAS
2022-07-29,36.2,3.0,RIO GRANDE
2022-07-30,28.9,16.5,AEROPARQUE AERO
2022-07-30,34.4,7.5,LAS LOMITAS
2022-07-30,32.2,13.2,RIO GRANDE
2022-07-31,30.6,17.9,AEROPARQUE AERO
2022-07-31,35.6,15.3,LAS LOMITAS
2022-07-31,23.4,14.6,RIO GRANDE
2022-08-01,36.4,8.8,AEROPARQUE AERO
2022-08-01,25.2,6.7,LAS LOMITAS
2022-08-01,22.8,11.7,RIO GRANDE
2022-08-02,27.5,1.6,AEROPARQUE AERO
2022-08-02,30.7,12.5,LAS LOMITAS
2022-08-02,36.3,15.4,RIO GRANDE
2022-08-03,33.0,16.8,AEROPARQUE AERO
2022-08-03,23.5,0.5,LAS LOMITAS
2022-08-03,33.6,3.8,RIO GRANDE
2022-08-04,39.1,15.5,AEROPARQUE AERO
2022-08-04,22.5,20.0,LAS LOMITAS
2022-08-04,24.9,3.4,RIO GRANDE
2022-08-05,32.2,11.8,AEROPARQUE AERO
2022-08-05,28.2,11.7,LAS LOMITAS
2022-08-05,36.4,8.5,RIO GRANDE
2022-08-06,37.7,3.6,AEROPARQUE AERO
2022-08-06,32.1,13.3,LAS LOMITAS
2022-08-06,37.0,16.8,RIO GRANDE
2022-08-07,20.1,17.5,AEROPARQUE AERO
2022-08-07,20.4,8.6,LAS LOMITAS
2022-08-07,39.9,4.2,RIO GRANDE
2022-08-08,33.5,3.2,AEROPARQUE AERO
2022-08-08,27.9,1.0,LAS LOMITAS
2022-08-08,39.5,19.5,RIO GRANDE
2022-08-09,21.3,1.5,AEROPARQUE AERO
2022-08-09,39.8,11.8,LAS LOMITAS
2022-08-09,39.8,19.9,RIO GRANDE
2022-08-10,39.2,8.4,AEROPARQUE AERO
2022-08-10,31.1,5.5,LAS LOMITAS
2022-08-10,22.3,16.6,RIO GRANDE
2022-08-11,38.7,18.1,AEROPARQUE AERO
2022-08-11,29.4,10.7,LAS LOMITAS
2022-08-11,22.8,13.9,RIO GRANDE
2022-08-12,38.1,12.0,AEROPARQUE AERO
2022-08-12,26.8,1.7,LAS LOMITAS
2022-08-12,21.8,2.0,RIO GRANDE
2022-08-13,22.5,19.6,AEROPARQUE AERO
2022-08-13,22.0,18.8,LAS LOMITAS
2022-08-13,20.8,18.2,RIO GRANDE
2022-08-14,32.8,1.2,AEROPARQUE AERO
2022-08-14,38.9,7.5,LAS LOMITAS
2022-08-14,36.0,12.5,RIO GRANDE
2022-08-15,30.8,0.2,AEROPARQUE AERO
2022-08-15,38.7,12.9,LAS LOMITAS
2022-08-15,39.0,17.8,RIO GRANDE
2022-08-16,26.5,15.0,AEROPARQUE AERO
2022-08-16,27.4,6.4,LAS LOMITAS
2022-08-16,38.8,18.0,RIO GRANDE
2022-08-17,34.7,9.8,AEROPARQUE AERO
2022-08-17,20.4,15.0,LAS LOMITAS
2022-08-17,34.7,6.7,RIO GRANDE
2022-08-18,24.2,19.7,AEROPARQUE AERO
2022-08-18,32.5,18.7,LAS LOMITAS
2022-08-18,28.5,20.0,RIO GRANDE
2022-08-19,35.2,6.1,AEROPARQUE AERO
2022-08-19,30.7,0.4,LAS LOMITAS
2022-08-19,39.3,5.8,RIO GRANDE
2022-08-20,27.8,18.7,AEROPARQUE AERO
2022-08-20,38.1,4.2,LAS LOMITAS
2022-08-20,34.6,17.6,RIO GRANDE
2022-08-21,23.1,15.2,AEROPARQUE AERO
2022-08-21,37.3,3.9,LAS LOMITAS
2022-08-21,26.4,9.9,RIO GRANDE
2022-08-22,36.9,1.6,AEROPARQUE AERO
2022-08-22,20.7,8.4,LAS LOMITAS
2022-08-22,33.0,0.6,RIO GRANDE
2022-08-23,37.4,13.8,AEROPARQUE AERO
2022-08-23,32.5,8.0,LAS LOMITAS
2022-08-23,31.2,8.3,RIO GRANDE
2022-08-24,29.3,14.9,AEROPARQUE AERO
2022-08-24,21.7,15.2,LAS LOMITAS
2022-08-24,30.8,12.0,RIO GRANDE
2022-08-25,35.1,13.8,AEROPARQUE AERO
2022-08-25,39.3,12.2,LAS LOMITAS
2022-08-25,34.6,19.2,RIO GRANDE
2022-08-26,25.9,16.9,AEROPARQUE AERO
2022-08-26,38.9,0.5,LAS LOMITAS
2022-08-26,23.8,5.5,RIO GRANDE
2022-08-27,24.8,18.6,AEROPARQUE AERO
2022-08-27,37.2,4.4,LAS LOMITAS
2022-08-27,25.8,19.5,RIO GRANDE
2022-08-28,29.2,7.9,AEROPARQUE AERO
2022-08-28,37.2,6.5,LAS LOMITAS
2022-08-28,36.7,10.6,RIO GRANDE
2022-08-29,38.6,17.3,AEROPARQUE AERO
2022-08-29,36.9,19.9,LAS LOMITAS
2022-08-29,35.2,14.7,RIO GRANDE
2022-08-30,35.1,5.6,AEROPARQUE AERO
2022-08-30,22.2,8.2,LAS LOMITAS
2022-08-30,34.8,16.6,RIO GRANDE
2022-08-31,38.3,15.0,AEROPARQUE AERO
2022-08-31,32.5,3.7,LAS LOMITAS
2022-08-31,37.8,6.3,RIO GRANDE
2022-09-01,35.7,16.0,AEROPARQUE AERO
2022-09-01,35.2,6.9,LAS LOMITAS
2022-09-01,28.1,10.9,RIO GRANDE
2022-09-02,29.4,15.7,AEROPARQUE AERO
2022-09-02,23.8,3.6,LAS LOMITAS
2022-09-02,22.0,5.4,RIO GRANDE
2022-09-03,38.5,16.8,AEROPARQUE AERO
2022-09-03,37.9,4.2,LAS LOMITAS
2022-09-03,29.8,2.5,RIO GRANDE
2022-09-04,30.1,13.7,AEROPARQUE AERO
2022-09-04,22.9,15.3,LAS LOMITAS
2022-09-04,32.6,10.3,RIO GRANDE
2022-09-05,20.8,19.6,AEROPARQUE AERO
2022-09-05,37.7,10.9,LAS LOMITAS
2022-09-05,36.8,0.7,RIO GRANDE
2022-09-06,36.5,15.0,AEROPARQUE AERO
2022-09-06,33.7,0.2,LAS LOMITAS
2022-09-06,28.4,17.3,RIO GRANDE
2022-09-07,33.5,18.3,AEROPARQUE AERO
2022-09-07,32.9,3.4,LAS LOMITAS
2022-09-07,26.9,5.7,RIO GRANDE
2022-09-08,23.0,7.0,AEROPARQUE AERO
2022-09-08,21.7,9.3,LAS LOMITAS
2022-09-08,29.5,1.7,RIO GRANDE
2022-09-09,33.3,12.1,AEROPARQUE AERO
2022-09-09,34.9,6.6,LAS LOMITAS
2022-09-09,32.4,16.7,RIO GRANDE
2022-09-10,28.1,18.7,AEROPARQUE AERO
2022-09-10,32.0,3.3,LAS LOMITAS
2022-09-10,31.9,1.5,RIO GRANDE
2022-09-11,32.7,5.9,AEROPARQUE AERO
2022-09-11,37.9,7.5,LAS LOMITAS
2022-09-11,22.0,9.1,RIO GRANDE
2022-09-12,21.3,1.3,AEROPARQUE AERO
2022-09-12,20.7,7.9,LAS LOMITAS
2022-09-12,21.8,11.9,RIO GRANDE
2022-09-13,21.4,14.7,AEROPARQUE AERO
2022-09-13,39.5,14.1,LAS LOMITAS
2022-09-13,38.2,9.8,RIO GRANDE
2022-09-14,27.5,3.3,AEROPARQUE AERO
2022-09-14,31.2,7.0,LAS LOMITAS
2022-09-14,31.2,8.2,RIO GRANDE
2022-09-15,38.9,18.4,AEROPARQUE AERO
2022-09-15,33.3,12.0,LAS LOMITAS
2022-09-15,28.9,15.8,RIO GRANDE
2022-09-16,26.7,12.8,AEROPARQUE AERO
2022-09-16,30.0,2.3,LAS LOMITAS
2022-09-16,38.8,19.0,RIO GRANDE
2022-09-17,31.9,19.0,AEROPARQUE AERO
2022-09-17,37.1,9.0,LAS LOMITAS
2022-09-17,32.0,19.6,RIO GRANDE
2022-09-18,39.3,12.6,AEROPARQUE AERO
2022-09-18,23.0,12.8,LAS LOMITAS
2022-09-18,25.1,19.3,RIO GRANDE
2022-09-19,38.5,3.8,AEROPARQUE AERO
2022-09-19,21.8,0.5,LAS LOMITAS
2022-09-19,39.6,6.0,RIO GRANDE
2022-09-20,26.8,19.4,AEROPARQUE AERO
2022-09-20,28.2,18.8,LAS LOMITAS
2022-09-20,35.3,2.6,RIO GRANDE
2022-09-21,26.5,19.1,AEROPARQUE AERO
2022-09-21,36.3,18.0,LAS LOMITAS
2022-09-21,25.6,7.3,RIO GRANDE
2022-09-22,34.7,8.9,AEROPARQUE AERO
2022-09-22,20.2,7.8,LAS LOMITAS
2022-09-22,26.2,8.3,RIO GRANDE
2022-09-23,31.0,15.3,AEROPARQUE AERO
2022-09-23,21.5,14.8,LAS LOMITAS
2022-09-23,37.6,8.6,RIO GRANDE
2022-09-24,25.9,9.4,AEROPARQUE AERO
2022-09-24,38.5,7.1,LAS LOMITAS
2022-09-24,21.7,10.7,RIO GRANDE
2022-09-25,30.9,5.4,AEROPARQUE AERO
2022-09-25,26.5,3.1,LAS LOMITAS
2022-09-25,24.6,0.5,RIO GRANDE
2022-09-26,22.6,7.9,AEROPARQUE AERO
2022-09-26,39.8,10.8,LAS LOMITAS
2022-09-26,20.4,8.0,RIO GRANDE
2022-09-27,31.2,8.0,AEROPARQUE AERO
2022-09-27,36.6,5.2,LAS LOMITAS
2022-09-27,24.3,4.3,RIO GRANDE
2022-09-28,39.8,4.0,AEROPARQUE AERO
2022-09-28,34.7,18.4,LAS LOMITAS
2022-09-28,29.0,8.2,RIO GRANDE
2022-09-29,32.1,16.9,AEROPARQUE AERO
2022-09-29,23.9,11.5,LAS LOMITAS
2022-09-29,35.3,5.4,RIO GRANDE
2022-09-30,39.4,10.0,AEROPARQUE AERO
2022-09-30,22.8,2.2,LAS LOMITAS
2022-09-30,34.5,12.3,RIO GRANDE
2022-10-01,29.1,16.2,AEROPARQUE AERO
2022-10-01,21.8,3.4,LAS LOMITAS
2022-10-01,28.9,8.3,RIO GRANDE
2022-10-02,32.4,19.5,AEROPARQUE AERO
2022-10-02,21.4,18.1,LAS LOMITAS
2022-10-02,27.3,7.7,RIO GRANDE
2022-10-03,34.8,16.5,AEROPARQUE AERO
2022-10-03,32.9,8.0,LAS LOMITAS
2022-10-03,29.3,1.7,RIO GRANDE
2022-10-04,29.4,7.5,AEROPARQUE AERO
2022-10-04,31.1,11.0,LAS LOMITAS
2022-10-04,39.2,3.0,RIO GRANDE
2022-10-05,20.1,6.6,AEROPARQUE AERO
2022-10-05,38.5,8.0,LAS LOMITAS
2022-10-05,31.9,12.3,RIO GRANDE
2022-10-06,31.1,17.4,AEROPARQUE AERO
2022-10-06,31.1,19.2,LAS LOMITAS
2022-10-06,34.5,10.1,RIO GRANDE
2022-10-07,23.9,13.5,AEROPARQUE AERO
2022-10-07,29.8,17.5,LAS LOMITAS
2022-10-07,30.0,13.2,RIO GRANDE
2022-10-08,22.6,13.8,AEROPARQUE AERO
2022-10-08,27.7,2.8,LAS LOMITAS
2022-10-08,28.1,3.3,RIO GRANDE
2022-10-09,35.1,15.0,AEROPARQUE AERO
2022-10-09,32.7,18.0,LAS LOMITAS
2022-10-09,32.1,8.1,RIO GRANDE
2022-10-10,39.4,19.6,AEROPARQUE AERO
2022-10-10,39.0,14.5,LAS LOMITAS
2022-10-10,35.6,7.7,RIO GRANDE
2022-10-11,25.9,2.4,AEROPARQUE AERO
2022-10-11,29.4,16.4,LAS LOMITAS
2022-10-11,36.0,11.6,RIO GRANDE
2022-10-12,37.1,3.1,AEROPARQUE AERO
2022-10-12,38.6,2.7,LAS LOMITAS
2022-10-12,38.7,11.2,RIO GRANDE
2022-10-13,38.6,14.6,AEROPARQUE AERO
2022-10-13,22.1,1.1,LAS LOMITAS
2022-10-13,34.4,2.5,RIO GRANDE
2022-10-14,28.4,1.5,AEROPARQUE AERO
2022-10-14,21.6,7.6,LAS LOMITAS
2022-10-14,29.0,3.8,RIO GRANDE
2022-10-15,22.4,9.3,AEROPARQUE AERO
2022-10-15,37.5,0.9,LAS LOMITAS
2022-10-15,33.1,2.2,RIO GRANDE
2022-10-16,22.2,3.7,AEROPARQUE AERO
2022-10-16,35.6,4.9,LAS LOMITAS
2022-10-16,29.0,6.5,RIO GRANDE
2022-10-17,24.3,14.1,AEROPARQUE AERO
2022-10-17,21.6,13.3,LAS LOMITAS
2022-10-17,21.6,16.4,RIO GRANDE
2022-10-18,27.7,9.7,AEROPARQUE AERO
2022-10-18,25.5,7.9,LAS LOMITAS
2022-10-18,34.7,12.9,RIO GRANDE
2022-10-19,24.7,11.6,AEROPARQUE AERO
2022-10-19,35.8,0.4,LAS LOMITAS
2022-10-19,27.0,17.4,RIO GRANDE
2022-10-20,24.2,5.7,AEROPARQUE AERO
2022-10-20,39.3,16.6,LAS LOMITAS
2022-10-20,22.3,8.7,RIO GRANDE
2022-10-21,23.5,6.9,AEROPARQUE AERO
2022-10-21,32.4,17.1,LAS LOMITAS
2022-10-21,26.8,12.3,RIO GRANDE
2022-10-22,38.2,11.2,AEROPARQUE AERO
2022-10-22,27.6,7.5,LAS LOMITAS
2022-10-22,36.5,13.7,RIO GRANDE
2022-10-23,38.7,3.7,AEROPARQUE AERO
2022-10-23,38.5,6.4,LAS LOMITAS
2022-10-23,31.8,10.9,RIO GRANDE
2022-10-24,27.1,1.6,AEROPARQUE AERO
2022-10-24,25.7,2.1,LAS LOMITAS
2022-10-24,30.7,4.6,RIO GRANDE
2022-10-25,33.4,2.4,AEROPARQUE AERO
2022-10-25,30.6,13.6,LAS LOMITAS
2022-10-25,32.4,13.6,RIO GRANDE
2022-10-26,31.4,16.7,AEROPARQUE AERO
2022-10-26,27.9,3.3,LAS LOMITAS
2022-10-26,39.0,6.3,RIO GRANDE
2022-10-27,30.8,18.9,AEROPARQUE AERO
2022-10-27,25.3,12.3,LAS LOMITAS
2022-10-27,31.3,12.2,RIO GRANDE
2022-10-28,29.6,6.3,AEROPARQUE AERO
2022-10-28,25.9,13.6,LAS LOMITAS
2022-10-28,36.9,10.8,RIO GRANDE
2022-10-29,33.1,15.6,AEROPARQUE AERO
2022-10-29,27.4,1.0,LAS LOMITAS
2022-10-29,38.2,14.6,RIO GRANDE
2022-10-30,38.2,16.8,AEROPARQUE AERO
2022-10-30,32.8,13.2,LAS LOMITAS
2022-10-30,31.7,13.9,RIO GRANDE
2022-10-31,20.8,0.7,AEROPARQUE AERO
2022-10-31,30.5,15.2,LAS LOMITAS
2022-10-31,29.9,18.8,RIO GRANDE
2022-11-01,22.1,7.8,AEROPARQUE AERO
2022-11-01,25.1,11.4,LAS LOMITAS
2022-11-01,22.2,2.4,RIO GRANDE
2022-11-02,27.8,13.4,AEROPARQUE AERO
2022-11-02,34.4,10.1,LAS LOMITAS
2022-11-02,26.8,7.0,RIO GRANDE
2022-11-03,32.7,14.1,AEROPARQUE AERO
2022-11-03,26.4,7.4,LAS LOMITAS
2022-11-03,23.9,4.0,RIO GRANDE
2022-11-04,29.6,1.3,AEROPARQUE AERO
2022-11-04,31.9,18.9,LAS LOMITAS
2022-11-04,37.5,2.7,RIO GRANDE
2022-11-05,27.6,14.1,AEROPARQUE AERO
2022-11-05,29.2,8.6,LAS LOMITAS
2022-11-05,39.9,3.0,RIO GRANDE
2022-11-06,34.3,1.4,AEROPARQUE AERO
2022-11-06,38.9,6.4,LAS LOMITAS
2022-11-06,28.0,3.1,RIO GRANDE
2022-11-07,38.3,16.1,AEROPARQUE AERO
2022-11-07,24.1,15.4,LAS LOMITAS
2022-11-07,34.0,8.4,RIO GRANDE
2022-11-08,36.8,16.2,AEROPARQUE AERO
2022-11-08,28.4,0.0,LAS LOMITAS
2022-11-08,28.6,19.5,RIO GRANDE
2022-11-09,35.7,17.0,AEROPARQUE AERO
2022-11-09,35.2,11.2,LAS LOMITAS
2022-11-09,32.2,0.3,RIO GRANDE
2022-11-10,21.5,17.9,AEROPARQUE AERO
2022-11-10,26.4,0.9,LAS LOMITAS
2022-11-10,21.4,19.7,RIO GRANDE
2022-11-11,39.1,2.8,AEROPARQUE AERO
2022-11-11,32.4,13.3,LAS LOMITAS
2022-11-11,25.0,18.1,RIO GRANDE
2022-11-12,24.9,0.1,AEROPARQUE AERO
2022-11-12,39.8,17.9,LAS LOMITAS
2022-11-12,38.8,18.7,RIO GRANDE
2022-11-13,26.1,10.9,AEROPARQUE AERO
2022-11-13,38.3,19.2,LAS LOMITAS
2022-11-13,20.6,14.8,RIO GRANDE
2022-11-14,25.3,17.7,AEROPARQUE AERO
2022-11-14,39.0,12.1,LAS LOMITAS
2022-11-14,35.0,11.8,RIO GRANDE
2022-11-15,23.6,7.3,AEROPARQUE AERO
2022-11-15,22.2,13.3,LAS LOMITAS
2022-11-15,26.1,2.4,RIO GRANDE
2022-11-16,26.3,6.9,AEROPARQUE AERO
2022-11-16,33.0,16.7,LAS LOMITAS
2022-11-16,36.3,4.3,RIO GRANDE
2022-11-17,39.9,19.9,AEROPARQUE AERO
2022-11-17,34.3,8.7,LAS LOMITAS
2022-11-17,21.8,2.8,RIO GRANDE
2022-11-18,22.6,17.7,AEROPARQUE AERO
2022-11-18,26.5,18.6,LAS LOMITAS
2022-11-18,35.6,8.2,RIO GRANDE
2022-11-19,30.6,4.8,AEROPARQUE AERO
2022-11-19,29.1,2.3,LAS LOMITAS
2022-11-19,37.9,17.5,RIO GRANDE
2022-11-20,34.6,14.1,AEROPARQUE AERO
2022-11-20,21.7,13.9,LAS LOMITAS
2022-11-20,32.3,9.8,RIO GRANDE
2022-11-21,31.5,3.2,AEROPARQUE AERO
2022-11-21,39.1,15.0,LAS LOMITAS
2022-11-21,32.2,7.9,RIO GRANDE
2022-11-22,20.0,4.3,AEROPARQUE AERO
2022-11-22,33.4,6.2,LAS LOMITAS
2022-11-22,36.0,14.9,RIO GRANDE
2022-11-23,39.0,8.7,AEROPARQUE AERO
2022-11-23,22.7,10.9,LAS LOMITAS
2022-11-23,37.6,16.2,RIO GRANDE
2022-11-24,31.3,11.0,AEROPARQUE AERO
2022-11-24,36.7,0.7,LAS LOMITAS
2022-11-24,20.4,5.2,RIO GRANDE
2022-11-25,28.4,8.4,AEROPARQUE AERO
2022-11-25,26.3,2.5,LAS LOMITAS
2022-11-25,24.9,16.8,RIO GRANDE
2022-11-26,23.9,16.3,AEROPARQUE AERO
2022-11-26,37.3,2.5,LAS LOMITAS
2022-11-26,20.6,0.2,RIO GRANDE
2022-11-27,27.9,16.9,AEROPARQUE AERO
2022-11-27,35.8,18.1,LAS LOMITAS
2022-11-27,34.5,12.3,RIO GRANDE
2022-11-28,24.5,9.4,AEROPARQUE AERO
2022-11-28,29.0,14.6,LAS LOMITAS
2022-11-28,24.0,11.4,RIO GRANDE
2022-11-29,36.4,13.5,AEROPARQUE AERO
2022-11-29,39.5,9.2,LAS LOMITAS
2022-11-29,26.3,11.3,RIO GRANDE
2022-11-30,39.0,4.0,AEROPARQUE AERO
2022-11-30,32.3,7.1,LAS LOMITAS
2022-11-30,20.5,14.9,RIO GRANDE
2022-12-01,30.4,9.7,AEROPARQUE AERO
2022-12-01,30.5,11.1,LAS LOMITAS
2022-12-01,29.9,13.5,RIO GRANDE
2022-12-02,21.7,13.3,AEROPARQUE AERO
2022-12-02,35.0,11.8,LAS LOMITAS
2022-12-02,35.1,0.7,RIO GRANDE
2022-12-03,20.6,8.6,AEROPARQUE AERO
2022-12-03,33.2,5.3,LAS LOMITAS
2022-12-03,20.2,8.6,RIO GRANDE
2022-12-04,32.2,7.2,AEROPARQUE AERO
2022-12-04,38.4,0.3,LAS LOMITAS
2022-12-04,36.2,7.3,RIO GRANDE
2022-12-05,27.5,2.9,AEROPARQUE AERO
2022-12-05,22.6,8.1,LAS LOMITAS
2022-12-05,39.8,2.0,RIO GRANDE
2022-12-06,32.7,8.9,AEROPARQUE AERO
2022-12-06,23.0,2.6,LAS LOMITAS
2022-12-06,34.8,3.7,RIO GRANDE
2022-12-07,26.8,17.1,AEROPARQUE AERO
2022-12-07,31.6,12.7,LAS LOMITAS
2022-12-07,32.4,14.0,RIO GRANDE
2022-12-08,28.2,17.5,AEROPARQUE AERO
2022-12-08,28.8,5.8,LAS LOMITAS
2022-12-08,32.6,1.5,RIO GRANDE
2022-12-09,33.3,16.0,AEROPARQUE AERO
2022-12-09,30.9,12.8,LAS LOMITAS
2022-12-09,24.2,8.1,RIO GRANDE
2022-12-10,22.1,17.8,AEROPARQUE AERO
2022-12-10,38.4,12.5,LAS LOMITAS
2022-12-10,23.8,9.8,RIO GRANDE
2022-12-11,28.3,6.9,AEROPARQUE AERO
2022-12-11,22.7,1.0,LAS LOMITAS
2022-12-11,21.9,14.9,RIO GRANDE
2022-12-12,37.0,5.7,AEROPARQUE AERO
2022-12-12,30.5,11.7,LAS LOMITAS
2022-12-12,37.2,10.0,RIO GRANDE
2022-12-13,27.2,9.9,AEROPARQUE AERO
2022-12-13,23.1,7.8,LAS LOMITAS
2022-12-13,30.7,11.1,RIO GRANDE
2022-12-14,22.2,13.2,AEROPARQUE AERO
2022-12-14,39.0,12.3,LAS LOMITAS
2022-12-14,37.8,4.9,RIO GRANDE
2022-12-15,36.2,1.2,AEROPARQUE AERO
2022-12-15,30.4,16.3,LAS LOMITAS
2022-12-15,38.2,17.0,RIO GRANDE
2022-12-16,28.6,12.3,AEROPARQUE AERO
2022-12-16,24.0,18.5,LAS LOMITAS
2022-12-16,32.4,17.6,RIO GRANDE
2022-12-17,35.4,9.1,AEROPARQUE AERO
2022-12-17,26.3,13.8,LAS LOMITAS
2022-12-17,32.3,11.4,RIO GRANDE
2022-12-18,31.8,7.6,AEROPARQUE AERO
2022-12-18,35.6,12.9,LAS LOMITAS
2022-12-18,27.7,4.1,RIO GRANDE
2022-12-19,33.6,9.0,AEROPARQUE AERO
2022-12-19,28.1,4.7,LAS LOMITAS
2022-12-19,22.1,18.0,RIO GRANDE
2022-12-20,32.8,3.1,AEROPARQUE AERO
2022-12-20,29.7,11.8,LAS LOMITAS
2022-12-20,36.5,10.9,RIO GRANDE
2022-12-21,35.8,14.3,AEROPARQUE AERO
2022-12-21,34.8,4.4,LAS LOMITAS
2022-12-21,27.5,10.7,RIO GRANDE
2022-12-22,39.9,8.0,AEROPARQUE AERO
2022-12-22,22.9,13.1,LAS LOMITAS
2022-12-22,33.5,6.9,RIO GRANDE
2022-12-23,38.1,2.1,AEROPARQUE AERO
2022-12-23,27.9,4.0,LAS LOMITAS
2022-12-23,20.6,1.2,RIO GRANDE
2022-12-24,37.9,11.2,AEROPARQUE AERO
2022-12-24,22.9,2.0,LAS LOMITAS
2022-12-24,21.6,7.7,RIO GRANDE
2022-12-25,24.0,13.6,AEROPARQUE AERO
2022-12-25,37.6,8.6,LAS LOMITAS
2022-12-25,20.1,0.1,RIO GRANDE
2022-12-26,28.9,14.3,AEROPARQUE AERO
2022-12-26,29.7,7.5,LAS LOMITAS
2022-12-26,20.5,6.5,RIO GRANDE
2022-12-27,20.8,18.2,AEROPARQUE AERO
2022-12-27,29.9,19.5,LAS LOMITAS
2022-12-27,31.3,10.5,RIO GRANDE
2022-12-28,38.9,5.9,AEROPARQUE AERO
2022-12-28,22.3,6.6,LAS LOMITAS
2022-12-28,25.8,10.4,RIO GRANDE
2022-12-29,39.0,9.1,AEROPARQUE AERO
2022-12-29,25.3,13.3,LAS LOMITAS
2022-12-29,20.5,3.9,RIO GRANDE
2022-12-30,20.8,3.0,AEROPARQUE AERO
2022-12-30,25.7,4.4,LAS LOMITAS
2022-12-30,35.9,5.6,RIO GRANDE
2022-12-31,38.2,9.1,AEROPARQUE AERO
2022-12-31,20.5,5.1,LAS LOMITAS
2022-12-31,34.1,8.1,RIO GRANDE
2023-01-01,26.3,18.1,AEROPARQUE AERO
2023-01-01,24.9,12.7,LAS LOMITAS
2023-01-01,23.1,10.3,RIO GRANDE
2023-01-02,35.0,4.7,AEROPARQUE AERO
2023-01-02,30.4,1.9,LAS LOMITAS
2023-01-02,27.0,7.8,RIO GRANDE
2023-01-03,31.1,16.0,AEROPARQUE AERO
2023-01-03,27.8,4.8,LAS LOMITAS
2023-01-03,30.8,15.4,RIO GRANDE
2023-01-04,39.5,13.3,AEROPARQUE AERO
2023-01-04,28.8,3.0,LAS LOMITAS
2023-01-04,38.5,15.8,RIO GRANDE
2023-01-05,24.5,4.0,AEROPARQUE AERO
2023-01-05,33.9,16.6,LAS LOMITAS
2023-01-05,38.9,17.2,RIO GRANDE
2023-01-06,34.5,15.5,AEROPARQUE AERO
2023-01-06,23.5,0.1,LAS LOMITAS
